id,userName,date,score,text,sentimiento,appId,id_anotador,notas,thumbsUp;
6bf30a40-9ebd-4b14-a753-e4c5f77613e4,Naomi Lizeth Galindo Garcia,2025-10-23,5,Enta aplicacion me permite escuchar musica a la hora y luga que quiero aunque no estÃ© en la aplicaciÃ³n y lo mejor puedes escuchar tu musica sin conexiÃ³n ðŸ™‚ðŸ™‚,positivo,com.spotify.music,,,0;
39e15730-980a-4419-9241-9d16140aa0c6,Cristofer Peguero,2025-10-23,5,la mejores app de mÃºsica,positivo,com.spotify.music,,,0;
e919a406-4d72-420b-a0df-f4054ffe8022,Claudia Patricia Caballero Villa,2025-10-23,5,excelente,positivo,com.spotify.music,,,0;
3a607f39-c001-47c9-a6d7-14f35771c1e3,Octaviana Velazquez,2025-10-23,5,muy buena aplicaciÃ³n,positivo,com.spotify.music,,,0;
2e900b6c-8729-4276-b2c8-75e8976b5a8b,Leonel Cortez,2025-10-23,5,muy Buena,positivo,com.spotify.music,,,0;
d666e0d3-7728-4e5b-8042-b79142f89879,wilfredo enciso,2025-10-23,5,es una de las mejores APK de mÃºsica con buena calidad de sonido,positivo,com.spotify.music,,,0;
a52b21cf-f21e-4377-8a82-777fac736445,Idi S.C.,2025-10-23,5,siempre es mÃ¡s agradable con musica,positivo,com.spotify.music,,,0;
18a95bc2-8783-4000-9cab-a6c5d041f8d9,Dome Rosales,2025-10-23,1,No use ningun salto y despuÃ©s me sale q no tengo saltos ðŸ™„,negativo,com.spotify.music,,,0;
2f9dc879-510b-45a1-bb0e-12d89c4de967,Erick Erroa,2025-10-23,2,resuelvan problemas al querer agregar personas en plan familiar.,negativo,com.spotify.music,,,0;
069d62fb-ec65-4695-90f4-b860d96681aa,Andy Salas,2025-10-23,5,super buena la app,positivo,com.spotify.music,,,0;
;
2812c429-b131-4949-8d6f-9abafbbb8399,Jose Guerrero,2025-10-23,5,sin igula,positivo,com.spotify.music,,,0;
52e8c9ab-13fa-478b-8c4e-01e56691bb3a,Josue Ontiveros canizales,2025-10-23,5,el DJ que tiene Spotify es muy lento y ademÃ¡s de equivoca muchoðŸ˜£yo pensÃ© que iba hacer mejor ??,positivo,com.spotify.music,,,1;
fa543829-bf27-4969-b241-a218b6c62cd9,Gabriela villamizar,2025-10-23,5,simplemente me encanta,positivo,com.spotify.music,,,0;
43a3258b-5382-4324-bd45-c9a815fa98b1,JosÃ© Luis Leal Diaz,2025-10-23,5,recomendable muy buena aplicaciÃ³n,positivo,com.spotify.music,,,0;
e4ad3788-f264-426a-806e-e781c8a2a72e,Gimena Vives,2025-10-23,4,muy bueno,positivo,com.spotify.music,,,0;
3c56e69b-881a-4f43-af49-680e49a971d0,Santiago Abril Garcia,2025-10-23,3,es muy buena app solo q hay q pagar para todo,neutro,com.spotify.music,,,0;
3938f5fc-7f00-4be7-a5b7-a03082060e7e,Frank OF,2025-10-23,5,ta buena ðŸ‘,positivo,com.spotify.music,,,0;
"cedb50ec-ecbb-4231-bd75-9101cf054dab,Karen Araujo aldana,2025-10-23,5,""I love this app, it helps me concentrate, but they should leave more opportunities to change your music."",positivo,com.spotify.music,,,0";
0f69ed69-9ec0-44eb-b947-84b1723ff8f4,Dylan GutiÃ©rrez PÃ©rez,2025-10-23,5,porque puedes escuchar cualquier mÃºsica,positivo,com.spotify.music,,,0;
e0de0c4c-874e-4bf3-af9a-b5569bcbe912,edxher Herndz,2025-10-23,5,The best app for listening to music,positivo,com.spotify.music,,,0;
6b784824-7e13-44a8-aee9-148d95acf476,Isaac GarcÃ­a,2025-10-23,5,la mejor app que he provado,positivo,com.spotify.music,,,0;
"f8aabc3b-42d8-470f-9a5b-df744e0eaa1a,Jaime,2025-10-23,2,""La app estÃ¡ funcionando pÃ©simo, no puedo reproducir un Ã¡lbum porque la app se cierra automÃ¡ticamente, actualicÃ© la app y el problema continÃºa, ahora ni siquiera me permite ingresar."",negativo,com.spotify.music,,,0";
1d38845d-f521-4942-9894-9b147fb312b5,Javier CortÃ©s,2025-10-23,5,Muy buena excelente,positivo,com.spotify.music,,,0;
52c3ba1e-7c44-4842-96b8-6239fde58d43,Orledis Lagares,2025-10-23,5,espetacular,positivo,com.spotify.music,,,0;
2e776116-0776-4a06-86d3-eb5bd4c26a50,carlos luis arias,2025-10-23,5,excelente app la recomiendo 100%,positivo,com.spotify.music,,,0;
e371485f-149a-44a4-b9d5-540bda5420e9,ADRIANA DAMIAN,2025-10-23,5,me encanta,positivo,com.spotify.music,,,0;
90e046d9-d60d-448e-a853-d40cdd3ca507,eloy felipe,2025-10-23,5,genial todo,positivo,com.spotify.music,,,0;
142580dc-794d-4472-92a0-cb6cd8e5f0be,Karla,2025-10-23,5,me gusta mucho!,positivo,com.spotify.music,,,0;
3b7dce99-935e-43a0-a3d3-c887d3179649,Beatriz Montero,2025-10-23,5,la mejor aplicaciÃ³n para escuchar mÃºsica ðŸ¤©,positivo,com.spotify.music,,,0;
;
5db47fb4-9a59-4163-9240-b550e33dfdad,Sony Sol Sol,2025-10-23,5,super buena ðŸ‘,positivo,com.spotify.music,,,0;
fda45355-fdb4-4c74-87fc-0d2ba14bc112,Martha Irene Balbuca Sanchez,2025-10-23,5,muy bueno a veces mucho anuncio pero buena,positivo,com.spotify.music,,,0;
"3a03c9eb-2865-4a5c-a664-75d43cbabfce,Yaiza Gendelopez,2025-10-23,5,""mejoro bastante con la ultima actualizaciÃ³n, ya que ahora puedo escuchar canciones que quiera sin tener que tener el premium lo cual hace que ya no tenga que descargarme apk roÃ±osas jajaja"",positivo,com.spotify.music,,,0";
"dd77deab-1e97-41b0-a64f-ab8d5c7d7b7d,Christian,2025-10-23,5,""cool, aunque no hay un disco..."",positivo,com.spotify.music,,,0";
f78204c9-bad5-4bde-9b80-444fc7876051,Tryzinn,2025-10-23,1,no me deja actualizar,negativo,com.spotify.music,,,0;
42023716-64d0-484f-a21c-6858fcaa3d3f,Sofia Gonzalez,2025-10-23,5,me gusta la musica,positivo,com.spotify.music,,,0;
ea6e1e42-964d-4640-ae33-4fae69c91a96,Manuel Cuevas,2025-10-23,5,la mejor app de podcast,positivo,com.spotify.music,,,0;
e30a29d5-6b8c-4af4-971b-59493d398278,Lilia Lascano,2025-10-23,5,excelente,positivo,com.spotify.music,,,0;
d5d9a8c1-ec12-43b1-8991-8113707441ff,Manuel Gonzalez,2025-10-23,5,perfecta de califad,positivo,com.spotify.music,,,0;
190da011-b667-449a-952d-e56f662ed621,Paola Flores,2025-10-23,4,simplemente Spotify ðŸ¥º,positivo,com.spotify.music,,,0;
4da87401-a52f-4983-a3da-7972b7dfd3dd,Gloria Riquer Ledezma,2025-10-23,4,excelente en la mÃºsica,positivo,com.spotify.music,,,0;
10dd73d3-2384-4357-a887-48f40ef1c753,lina yesenia Gamez quiroga,2025-10-23,5,Excelente aplicaciÃ³n,positivo,com.spotify.music,,,0;
c4020890-dca8-424d-8a88-b3aaa96683c3,heriberto lopezhernandez,2025-10-23,2,mÃ¡s omenos,negativo,com.spotify.music,,,0;
fe31af08-e25e-4245-ba6f-c0784f29d99c,Luis Brayan,2025-10-23,5,LA MEJOR APP PARA ESCUCHAR MUSICA,positivo,com.spotify.music,,,0;
471d665a-5a25-4df2-b9d5-70bf7aef190c,Juan Salazar,2025-10-23,5,Â¿Para cuÃ¡ndo estarÃ¡ disponible el sonido lossless en Venezuela?,positivo,com.spotify.music,,,0;
"2b8cb69f-7e73-4964-8958-85a46e36dc9e,Dostin Velez,2025-10-23,3,""para todo es necesario el premiun, asta cambiar de mÃºsica"",neutro,com.spotify.music,,,0";
d2ec6dab-4146-43de-9169-b50e5e67896b,Jaime Sosa,2025-10-23,5,excelente. mejor imposible,positivo,com.spotify.music,,,0;
"9f2d5983-af96-4ebf-a85e-9df1141cb610,JAVIER Quezada,2025-10-23,5,""muy Buena la aplicaciÃ³n, es el mejor reproductor de mÃºsica"",positivo,com.spotify.music,,,0";
"7571be48-25d9-4150-8b58-58c9726ea629,Liliana Andrea Alzate,2025-10-23,3,""no deja poner el respaldo,tengo premium e igual no sirve aparece y desaparece rapido"",neutro,com.spotify.music,,,0";
538533a9-effa-45c9-99cc-7a794133c7bf,zaldan_cot,2025-10-23,4,gran biblioteca de mÃºsica y excelente definiciÃ³n y compatibilidad con wearables..,positivo,com.spotify.music,,,0;
ddc184f7-336d-4fdf-97cb-cb08d7e6b976,Edwin Navas,2025-10-23,5,exelente!,positivo,com.spotify.music,,,0;
e04c0117-0a9b-4727-a05b-c370d505ec46,breike,2025-10-23,5,porq me justa jajaja,positivo,com.spotify.music,,,0;
"2aa96ec7-e150-44df-83c9-f7d7163338c1,Anayansi Betzabeth Garcia Herrera,2025-10-23,5,""me gusta mucho la apps y tienen todas las canciones que me gustan, me encanta esta aplicaciÃ³n ðŸ¤"",positivo,com.spotify.music,,,0";
5a53b366-c456-47a6-8300-6e135e3675f1,JOSE GUSTAVO JIMENEZ GONZALEZ,2025-10-23,5,muy bien,positivo,com.spotify.music,,,0;
020cbdb1-18f4-459d-b4eb-5c9c066a2811,Freyner de jesus Escorcia pino,2025-10-23,5,es una aplicaciÃ³n maravillosa recomi ndi usarla,positivo,com.spotify.music,,,0;
d7ea3e17-2ce5-41f4-9218-38cfc2a212ae,Gabriel Sebastian Baez,2025-10-23,5,Muy buena OpciÃ³n,positivo,com.spotify.music,,,0;
861abaaf-d1a0-4215-bea9-8dc2650fa331,Felix Choy,2025-10-23,5,muy bien ðŸ‘Œ,positivo,com.spotify.music,,,0;
9d7df1ad-2b64-4430-8d68-12250d4409b1,Lorena Arceo,2025-10-23,5,buena mÃºsica encuentro y me encanta poder compartir la musica,positivo,com.spotify.music,,,0;
6fac6e09-64ee-4a7e-922d-628578d41b8e,Ceci Liberatto,2025-10-23,5,exelente aplicaciÃ³n me encanta,positivo,com.spotify.music,,,0;
"9d6fda30-bd38-4fbb-b6be-6bfdb3f437ae,Jazmin Castillo,2025-10-23,5,""me encanto gracias por la app y no la debemos de pagar,pero gracias."",positivo,com.spotify.music,,,0";
09c7510a-a454-4d73-8ec5-7f7580bcd549,Wiliam SEP coy,2025-10-23,5,muy Lupe,positivo,com.spotify.music,,,0;
4b67534d-1d1c-425d-b463-a61083e7c48b,Carmen Mendoza,2025-10-23,5,si es excelente app ðŸ«¶ðŸ»,positivo,com.spotify.music,,,0;
f964ece0-cb7d-497c-9e06-cc0b3aae0b6d,Evelyn mayte Ojeda,2025-10-23,3,me gusta muchÃ­simo pero ahÃ­ beses q no me deja escuchar la mÃºsica q quiero y no se vinculan las canciones a instagram,neutro,com.spotify.music,,,0;
d1a5dd6f-f309-450f-96cc-a5e30b0fc925,Antonio Jose Martin,2025-10-23,5,muy bueno,positivo,com.spotify.music,,,0;
bb8775fb-65f7-481b-909f-c19edeaafc5b,Gimena Anahi Molina,2025-10-23,5,excelente,positivo,com.spotify.music,,,0;
8006a45d-61ab-4ef6-90a5-19cd57ece819,Pandro_82 Pandro,2025-10-23,5,excelente servicio,positivo,com.spotify.music,,,0;
2b27494e-b739-403e-9785-41411efd4aee,Catherine ibaÃ±ez,2025-10-23,5,me encanta,positivo,com.spotify.music,,,0;
37924e14-ca4e-40cc-a599-90fa4837700a,Carlos Nava,2025-10-23,2,los tengo ðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸŽƒðŸŽƒðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆ ðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆ,negativo,com.spotify.music,,,0;
55e135af-a996-4044-baab-72ec3373b043,Demetria Uribe,2025-10-23,5,excelente todo lo que necesito en una app la mÃºsica de lo mejor,positivo,com.spotify.music,,,0;
330c867b-fc1c-4356-8cb6-f9641f53abf1,JosÃ© Alejandro Rodas MonzÃ³n,2025-10-23,5,aunque tiene simbologia ocultista hay que reconocer que el chamuco tiene buen sonido y demÃ¡s lo que es de dios es a dios y lo que y e es diablo es del chamuco,positivo,com.spotify.music,,,0;
"5865a0c2-fdf1-424a-9b75-8ad1a59c8bed,Andrea Cabrera,2025-10-23,5,""En general es muy buena App, pero lo que no me gusta es que tengamos que borrar una por una las mÃºsicas que nos gustan o en otra playlist, en vez de borrar toda la lista completa. Un enunciado que diga Eliminar o borrar toda la lista."",positivo,com.spotify.music,,,0";
a27b48f6-5e33-4b3c-829c-1ee3cda98a3d,Godá­„ Dä¹ˆÐŸÏŸÎžL 507,2025-10-23,3,me gusta pero tiene mucho anuncio en cada mÃºsica que pasa,neutro,com.spotify.music,,,0;
7cbc3ceb-3821-4baa-b3cc-9496c641de07,luis alberto bernal villan,2025-10-23,5,Puedo escuchar lo que selecciono,positivo,com.spotify.music,,,0;
da07fc33-1c3d-4d28-b5c9-98347a33b1bb,Maria silvia Moreno trejo,2025-10-23,5,solo me encanta poner mi mÃºsica favorita..,positivo,com.spotify.music,,,0;
cbc3d523-c49e-4e67-be4a-e439798c83cc,Jose fel Ramiro,2025-10-23,5,excelente,positivo,com.spotify.music,,,0;
9d8f5236-85c3-4158-98c7-ec82024cc1cc,Jose Martin Cardenas,2025-10-23,5,muy buenas muy bien,positivo,com.spotify.music,,,0;
376a21ba-df23-4bfb-8a43-44407ed16ac7,Nubia Sanchez,2025-10-23,5,buena,positivo,com.spotify.music,,,0;
5936700e-8a2b-420a-a0e5-fd6d536cc0ab,gabvthy,2025-10-23,5,la mejor app de mÃºsica,positivo,com.spotify.music,,,0;
6caf63c4-53dc-40f8-a84c-e1d0f242739c,Gabriel Meneses,2025-10-23,4,Really good ðŸ‘,positivo,com.spotify.music,,,0;
341d2629-64cf-4e01-8e3c-ad95d235ccc1,Pablosky Rivera G.,2025-10-23,5,exelente,positivo,com.spotify.music,,,0;
dc61ec76-3aec-4d53-822c-5143cb62436b,jose martinez baldelomar,2025-10-23,5,Buena,positivo,com.spotify.music,,,0;
161f441f-bbaf-41b4-8a4a-1d614249290c,Iliana Sanchez,2025-10-23,5,Me encanta es lo mÃ¡ximo felicidades,positivo,com.spotify.music,,,0;
bfc21331-213b-45f3-ae69-e5778512fcf0,Hellem Alvarado,2025-10-23,5,exelente,positivo,com.spotify.music,,,0;
b2155a58-f9a1-4f1a-bb31-6b641f71f8e4,Meza Iriarte Faviana,2025-10-23,1,La aplicacion es lenta y muchas veces queda atorada,negativo,com.spotify.music,,,0;
b8fbecc4-e125-4c25-9f90-96983d0e2230,Bertha maria,2025-10-23,5,todavÃ­a no lo uso pero me pÃ¡rese bien,positivo,com.spotify.music,,,0;
0b94db9d-57f5-4646-b559-ad561b713242,Sander Cuello,2025-10-23,5,muy bueno me gusta para escuchar pero no me gusta que cobren por descargar la mÃºsica,positivo,com.spotify.music,,,0;
3e955cb3-9247-4d03-8375-450494895420,Juan Infante,2025-10-23,5,genial,positivo,com.spotify.music,,,0;
53870dc4-8db4-4cd3-9bbb-23c3a952a673,reyner sanchez,2025-10-23,5,buena,positivo,com.spotify.music,,,0;
4f818c9b-2f26-4b9d-ae60-c45209705444,Leonel Ibarra,2025-10-23,5,ðŸ‘ðŸ‘ðŸ‘,positivo,com.spotify.music,,,0;
64884313-e4d0-42f1-839d-725b8971a8c7,Fabiana Ceballos,2025-10-23,5,ME ENCANTA SPOTIFY ðŸ¥°,positivo,com.spotify.music,,,0;
"f65f695a-44ab-4064-ae29-f0863d4e135d,Pepe Gonzalez,2025-10-23,5,""me encanta su mÃºsica, (consejo, les va a gustar, instalenlo)"",positivo,com.spotify.music,,,0";
6e19dff8-1359-45a7-8a23-13f3c396f500,Jose carlos Tapia pereyra,2025-10-23,5,buena,positivo,com.spotify.music,,,0;
6e7ef495-f97b-402d-ba8d-6affddb760db,Mariano Espinosa,2025-10-23,5,buena musica,positivo,com.spotify.music,,,0;
b0d0f5cb-9860-4fd7-81a1-3f9826333aab,Aymara HernÃ¡ndez,2025-10-23,5,excelente canciones que nutre nuestro espÃ­ritu me relaja y llena mi â¤ï¸ðŸ‘ðŸ‘ðŸ‘,positivo,com.spotify.music,,,0;
1f4c9e75-4b4d-4afa-9744-a43b4836be4e,Luis Perez,2025-10-23,5,buena app,positivo,com.spotify.music,,,0;
"c6258b47-fda3-498f-8757-efd664c4d65f,Enrique Jacome de la Cruz,2025-10-23,5,""muy bueno, lo tenga prueba."",positivo,com.spotify.music,,,0";
b524cea0-edc0-41d4-a397-a666ccc6a27d,Jayden Luna ponce,2025-10-23,5,execelente app toda la mÃºsica a tu gusto encuentras,positivo,com.spotify.music,,,0;
da53c70b-22e1-4c99-971c-d3f1ec4f61d6,Moises Ferreira,2025-10-23,5,excelente,positivo,com.spotify.music,,,0;
0fafbf80-4bb1-4689-ba64-8c89524e864d,Juan Alanis,2025-10-23,5,puedo escuchar mi musica favorita con pocos anuncios.excelente!,positivo,com.spotify.music,,,0;
5d959fa6-262a-4ac9-bf87-f8cd84c55694,Federico Villa,2025-10-23,5,muy buena app,positivo,com.spotify.music,,,0;
e5184c66-0d14-44bb-828b-5e766a565be3,Lucas santino Medina balderrama,2025-10-23,5,es muy buena,positivo,com.spotify.music,,,0;
b142ab34-1c30-4622-8f55-8aaf367a182f,Mariana Agredo,2025-10-23,5,es simplemente una experiencia premium sin pagar nafa,positivo,com.spotify.music,,,0;
5de41e4d-33e1-4294-a67b-36d89eb8593a,Cristian Fuel,2025-10-23,1,es muy malo no me me deja escuchar mis canciomes,negativo,com.spotify.music,,,0;
"a2efbc74-d705-4477-8299-36bc71100a01,Marina NarvÃ¡ez de Tello,2025-10-23,1,""UN ANUNCIO CADA CANCIÃ“N, ES HORRIBLE Y ADEMÃS EN TU PLAYLIST DE FAVORITOS SOLO SE PONEN RECOMENDACIONES Y NUNCA LAS QUE AÃ‘ADISTE S FAVORITOS, ES HORRIBLE QUE TE NO PUEDES ESCUCHAR LO QUE QUIERAS, Y ADEMÃS SOMO PUEDO ADELANTAR 6 VECES LA CANCIÃ“N, DESPUÃ‰S ESTAS OBLIGADO A ESCUCHARLA. esa fue mi humilde opiniÃ³n ðŸ™ƒ"",negativo,com.spotify.music,,,0";
cf71ed8a-1edd-4909-ac6e-9da21f436397,Un usuario de Google,2025-10-23,5,excelente ðŸ‘ŒðŸ»,positivo,com.spotify.music,,,0;
"414593b0-ffe5-4a86-9319-0f75616d84b1,ãƒ–ãƒ«ãƒ¼ã‚ºã‚¢ãƒ«ãƒ¬ã‚ªãƒŠãƒ«ãƒ‰,2025-10-23,4,""es genial apesar de que en algunos casos no coloca lo solicitado, pero en lÃ­neas generales estÃ¡ genial"",positivo,com.spotify.music,,,0";
"3cd351b9-63c2-4b24-99d7-de1438cbc8c5,MarÃ­a Fernanda,2025-10-23,4,""es muy buena, pero lo que no me gusta es que pones una canciÃ³n de tu lista creada y salga siempre aleatoria, y algunos no tenemos dinero para el premium"",positivo,com.spotify.music,,,0";
305da9de-0e7f-4866-8b19-60f740d5da92,Margarito Gonzalez,2025-10-23,5,muy buena la neta no falla,positivo,com.spotify.music,,,0;
bd9f45b6-dbe1-4f7f-84d8-68e26c6aaa85,Esteban Guerrero,2025-10-23,5,me encanta esta aplicaciÃ³n â¸ï¸ðŸŽµðŸ‘ŒðŸ»,positivo,com.spotify.music,,,0;
a359576f-fd24-4e28-9b4e-144e1edde4d0,Aitana sanchez silva,2025-10-23,5,chido,positivo,com.spotify.music,,,0;
"8c614799-4479-4b70-b289-1211cc524916,Karen Benitez,2025-10-23,5,""bien recomendado excelente ðŸ‘,......................."",positivo,com.spotify.music,,,0";
9f47f840-562e-448b-a506-d9519b76fabf,Damian,2025-10-23,5,la verdad si es buena app la recomiendo ðŸ‘ðŸ—£ï¸ðŸ”¥,positivo,com.spotify.music,,,0;
0553c46d-261f-4079-823b-7a92ec840580,Canis Ludus,2025-10-23,5,no puedo vivir ya sin spoty,positivo,com.spotify.music,,,0;
1d665510-9914-4cea-9b5d-d1aeee0d43ef,Luis Ramon Rivera Arias,2025-10-23,5,MagnÃ­fico muy recomendable,positivo,com.spotify.music,,,0;
476117ec-36f4-4547-8fd8-7ca9bb327d17,Yazmin Mercado,2025-10-23,5,buena,positivo,com.spotify.music,,,0;
9a74abb7-04d5-4fca-8d9f-4f5bcc8a9ba0,alfonso real,2025-10-23,5,mÃºsica infinita.,positivo,com.spotify.music,,,0;
cd90b761-7561-4f38-b4d7-270d014cc609,Jose Del Carmen Zapata Carrera,2025-10-23,5,excelente App,positivo,com.spotify.music,,,0;
d8fd4b8c-3d0d-4979-ac54-f0507d54805a,Edgar Huillca chipa,2025-10-23,3,buena,neutro,com.spotify.music,,,0;
d24c555c-9a1d-42c3-9ba2-074be0a78a18,Joaquin Garcia,2025-10-23,5,me viene bien para el coches que,positivo,com.spotify.music,,,0;
cb470b2d-45b7-4936-a157-feb80ffcb580,gabriel grunwaldt,2025-10-23,5,la mejor ðŸ™Œ ðŸ‘ sin duda,positivo,com.spotify.music,,,0;
8f1dd028-45a4-42bf-9c21-67564eb049c1,MAURICIO YT,2025-10-23,5,Excelente,positivo,com.spotify.music,,,0;
d1776119-173b-4519-87fb-f4b30732c586,Evelyn Islas,2025-10-23,5,excelente,positivo,com.spotify.music,,,0;
3408977c-e510-4d79-bf17-2f4b8d1fd2e9,Jhonatan Daniel Maydana Diaz,2025-10-23,4,es buena la app pero sacan canciones y eso lo arruina,positivo,com.spotify.music,,,0;
538c67ff-3017-4a48-a78d-c795dbd32acd,Fernanda Cabrera,2025-10-23,5,ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ,positivo,com.spotify.music,,,0;
d9e63ca1-df15-48bc-8f3f-4c8da08a6a8b,pkas mendoza,2025-10-23,5,me gusta esta aplicaciÃ³n,positivo,com.spotify.music,,,0;
1d459659-79c6-4197-852a-d33db0abf1c2,Atanacio candelas Nila,2025-10-23,5,lo mejor Spotify,positivo,com.spotify.music,,,0;
19ba11fb-601f-41a4-808a-619398b2ea51,Keila Rivas,2025-10-23,5,excelente,positivo,com.spotify.music,,,0;
a45d76d8-5a52-4519-9606-2075fbe8ad30,Liuva antonio VelÃ¡zquez Chan,2025-10-23,5,muy buena aplicaciÃ³n,positivo,com.spotify.music,,,0;
eeb27387-1356-4c55-aa70-1ef2aff9eb6e,Martha Lorena Ponce,2025-10-23,5,Variedad de opciones musicales!,positivo,com.spotify.music,,,0;
0e95d28c-b5a7-4019-a526-531d3f193145,pool CM,2025-10-23,4,que en la portada al momento de reproducir la musica se ha como un cd con la caratula dando vueltas,positivo,com.spotify.music,,,0;
a60680e3-6c59-424d-8298-e1901d9eed58,Jose Alexander MacÃ­as ramos,2025-10-23,5,una aplicaciÃ³n se puede usar dos aplicaciones y escuchando mÃºsica a la vez wow me encanta ðŸ˜,positivo,com.spotify.music,,,0;
fc929d7e-2b17-4d24-b2ee-1875897c48e5,Bryan Valdez,2025-10-23,1,Cuenta cancelada por ser una empresa que promueve el mensaje de odio y divisionismo.,negativo,com.spotify.music,,,0;
4ce02e68-cb57-412a-895f-c8548e326bce,JosÃ© Antonio Escobar Barrios,2025-10-23,5,Es muy buena pero cuando escuchas mÃºsica te puedes salir o apagar tu CEL,positivo,com.spotify.music,,,0;
3a55dab9-db2b-4609-b069-9ddc79ec82cf,Enrique BarragÃ¡n,2025-10-23,5,sin problemas en mi experiencia,positivo,com.spotify.music,,,0;
426c0e61-4910-41dc-a6ac-d0ad4082b448,Maria Luisa BriceÃ±o,2025-10-23,5,Me encanta la mÃºsica clÃ¡sica y con esta pÃ¡gina he conseguido gran variedad. Soy de tercera edad ( 87 aÃ±os) y se los agradezco grandemente.,positivo,com.spotify.music,,,0;
6d9feea6-dfb7-47c7-80fc-99d8d62321f0,JosÃ© Leonel CorbalÃ¡n,2025-10-23,5,muy buena App de mÃºsica la mejor,positivo,com.spotify.music,,,0;
10679eca-6944-4bec-969b-e51241fac0e0,jose marquez,2025-10-23,5,buena aplicaciÃ³n,positivo,com.spotify.music,,,0;
9827451c-1603-49cc-9233-865c199cd62c,Alexis Canales Zepeda,2025-10-23,5,la mejor opciÃ³n,positivo,com.spotify.music,,,0;
d069ecff-9948-4448-bdcd-4b3c7d0aa78f,Mayra Andrea GonzÃ¡lez RomÃ¡n,2025-10-23,5,Me encanta !!!,positivo,com.spotify.music,,,0;
