id,userName,date,score,text,sentimiento,appId,id_anotador,notas,thumbsUp
e86531b1-0b71-408d-a5f5-6b695891ca3b,José Mora Castillo,2025-10-23,5,Toda una gran experiencia y oportunidad hasta que amaneció mi cuenta bloqueada ......,positivo,com.twitter.android,,,0
77016774-2b65-4a4d-831d-118947b8fca9,Alberto Patiño,2025-10-23,5,SUPEREXCELENTE,positivo,com.twitter.android,,,0
ca764625-c45f-49ef-b738-14e2f3574305,Axel,2025-10-23,5,raro,positivo,com.twitter.android,,,0
bdc9d516-305b-411e-a1a4-74fab1fe1f8d,Ramon Gonzalez,2025-10-23,5,una APP muy práctica y en teresante,positivo,com.twitter.android,,,0
517a069b-562b-43f6-9a0f-8718152a74b3,Fredy Sarmiento alvarez,2025-10-23,5,me parece genial,positivo,com.twitter.android,,,0
2b6f292d-f3cb-446d-bb1d-44b50f1a4ba8,javier cazas,2025-10-23,5,excepcional,positivo,com.twitter.android,,,0
f4db3412-ec3f-47c9-8293-ce1313f76d0c,Gabryel Pirse,2025-10-23,1,me habéis bloqueado todo el contenido que tenía guardado por lo de la edad....esta todo restringido....y encima en el perfil sale la fecha de nacimiento....mientras arregláis esta mierda a tomar por saco X....desinstalado,negativo,com.twitter.android,,,1
659be675-53aa-4aff-97cd-f4d21b182510,Roland Peñaloza,2025-10-23,5,"Me permite enterarme en tiempo real de los acontecimientos a nivel mundial, y tambien lo ultimo de la tecnologia.",positivo,com.twitter.android,,,0
c5d8d2df-ab39-41ac-8ea7-ca2da6cffc36,Jonathan ulises Jonapa perez,2025-10-23,1,Basura intento limpiar mi perfil y me me bloquea por spam,negativo,com.twitter.android,,,1
60c76605-98e3-4b75-9ae0-7f76aeaeb9fd,TIMO PAREJA,2025-10-23,5,excelente servicio,positivo,com.twitter.android,,,0
f598e6e1-d84d-4459-9e32-c6fabcee5db4,Eduardo Morales García,2025-10-23,5,me gusta mucho,positivo,com.twitter.android,,,0
eb9c360c-fc69-4f7e-be40-8c184d183c56,Número Trabajo,2025-10-23,5,buena,positivo,com.twitter.android,,,0
6a42d347-f4b0-48fc-87e4-506270f6bbc9,sergio salas,2025-10-23,5,opciones diversas,positivo,com.twitter.android,,,0
eb31865a-cd76-4a64-9203-33364ccabaae,ANDRES CAMILO CALDERON MARIN,2025-10-23,4,"respeta el derecho a la libre expresión no como tiktok que todo bloquea, o sensura. son de entretenimiento y si a lós padres les preocupa que ven sus hijos, pues que estén más atentos a ellos, o no les den celulares desde pequeños solo para quitarse la responsabilidad de compartir y criar mejor a sus hijos. las redes sociales no son para educar.",positivo,com.twitter.android,,,1
ad758840-bcd2-4af0-b28e-cad10d9c30b1,Remigio Martínes Braulia,2025-10-22,5,entretenimiento perfecto,positivo,com.twitter.android,,,0
4306a0e8-a6ee-41bd-af60-3445181931d1,Jose Alarcón,2025-10-22,5,gooooooood,positivo,com.twitter.android,,,0
676a46bd-eb38-420b-8360-9876b6b4b8b0,Erick william Mejia,2025-10-22,5,esta en una exelente,positivo,com.twitter.android,,,0
8295bf39-2b81-4622-b517-6ced3ca42ea7,MyG4,2025-10-22,1,La última actualización hizo que los wigets se escondieran detrás de los botones de control de mi celular y ahora no sé cómo solucionarlo,negativo,com.twitter.android,,,0
03abc44f-da93-4f80-859b-04c7ae52a004,Carlos Díaz,2025-10-22,5,Buen,positivo,com.twitter.android,,,0
528048fd-aece-4b4d-a067-3f9b51b27670,Oscar Nuñez,2025-10-22,3,bien creo,neutro,com.twitter.android,,,0
9d772f67-f790-48b9-94dd-c4788b24cbdc,Vera Rodriguez,2025-10-22,5,increíble,positivo,com.twitter.android,,,0
dd731224-bd1a-4202-a53a-b0909ad5c544,Arq. Cesar Femayor,2025-10-22,5,excelente,positivo,com.twitter.android,,,0
a356ea6e-af43-4616-8da9-dec60875ec65,I'm free now!!! Montenegro,2025-10-22,5,genial!,positivo,com.twitter.android,,,0
c35c32e9-bfe1-4227-b4a1-1f17b16e45c8,René Nono,2025-10-22,5,bien,positivo,com.twitter.android,,,0
98b9abb0-e358-416d-bf01-b431dd44c2cf,Alberto Del rio,2025-10-22,5,ecxelente!,positivo,com.twitter.android,,,0
34fcb711-55f3-4966-853f-808bd4cec7d4,Juan Uz,2025-10-22,5,calidad,positivo,com.twitter.android,,,0
d80e63f8-91d5-4c7a-a6ec-1ab220d00653,Eligio Perez,2025-10-22,1,Quería ver las fotos que comparto con. Supuestos amigos suben a twiter. Lastima no aceptan ni cuenta de Facebook. Gracias,negativo,com.twitter.android,,,0
16ab63eb-a13f-43ca-b916-362d6bffce4c,Leopoldo Lomas,2025-10-22,5,buena aplicación,positivo,com.twitter.android,,,0
d6d1e790-4cf4-497a-8251-3f83394d80fb,Jesus Freitez,2025-10-22,2,"Últimamente esta muy bugeado, los videos se atrasan o adelanta se quedan pegado y sin mencionar que en la version para pc tienes que volver a darle a enviar twi como seis veces",negativo,com.twitter.android,,,1
8e65584a-27be-4eb5-b4b7-b84f12ce390f,Dennis Gab,2025-10-22,3,Mejoró bastante pero tengo un problema que al reproducir un video se superponen los audios al hacer scroll,neutro,com.twitter.android,,,4
119105d8-a0cf-42a3-a80a-e6fff787f13b,Edwin Lopez,2025-10-22,5,muy buena la app,positivo,com.twitter.android,,,0
cad65af5-be0e-4c5e-9f53-5fa607ea737f,Sergio Carpita,2025-10-22,5,excelente .....,positivo,com.twitter.android,,,0
d0fabc19-4406-49fa-a2e0-e1263c0800ed,José Darío Méndez pinzón,2025-10-22,3,regular,neutro,com.twitter.android,,,0
5f8fba33-fcb2-4c6c-9311-214281664588,Marcos,2025-10-22,5,genial,positivo,com.twitter.android,,,0
b0256561-587c-4678-a250-608c188b96d1,Patricio Pozo,2025-10-22,4,so good,positivo,com.twitter.android,,,0
86339276-7934-485f-9bbb-d74b291be5e7,Leonel Ortega,2025-10-22,4,Muy bueno!,positivo,com.twitter.android,,,0
194fa7be-bb4c-435f-9670-6f51c23417dd,JAS S.A.,2025-10-22,5,excelente app. información actualizada y relevante. de uso oficial en noticias,positivo,com.twitter.android,,,0
3da8f83f-5daa-4f6e-a4dc-e06edcbc5c31,Jorge Sandoval,2025-10-22,5,excelente,positivo,com.twitter.android,,,0
4083a172-000a-4b8b-a5bc-2107cdba5c2d,Mariluz Garcia,2025-10-22,5,Muy buena,positivo,com.twitter.android,,,0
dc52ce75-6007-4e1f-93af-77338564cf5f,lian,2025-10-22,4,quisiera que pusieran para ver las solicitudes pendientes que no pueden ver en ninguna parte del perfil y gracias a eso no se puede cancelar si no te aceptan y en tu perfil sale que sigues a gente y en realidad está pendiente y sabe dios a quien se la enviaste que no acepta y ahí te lo cuanta como seguido y no no mejoren eso,positivo,com.twitter.android,,,0
2e731e0a-4f2e-4a05-8c55-1068f613e3c3,Juan Pablo Avendano Quintana,2025-10-22,5,Me encanta esta app,positivo,com.twitter.android,,,0
dbcd921f-c093-489c-ab75-7caa0ce5d9d8,Keiry Martinez,2025-10-22,1,"¿POR QUE HAY CP? Entiendo completamente eso de la libertad de expresión, pero hay límites. Es ridículo la facilidad con la que se puede encontrar bestialidad y CP en la plataforma, y si lo denuncias muchas veces no pasa nada y aunque se les borre la cuenta pueden seguir haciendo otras infinitamente. HAGAN ALGO.",negativo,com.twitter.android,,,0
8eaa3358-28a1-46ae-b0a6-45f813c0561b,Edgar Quintana,2025-10-22,5,muy vuena,positivo,com.twitter.android,,,0
1f5b3e02-0581-4e49-b123-91990bb7d6d1,Guillermo Hernández concha,2025-10-22,5,Entretenido lo mejor de lo mejor en todos los aspectos.,positivo,com.twitter.android,,,0
8e28d2f0-6d4b-4755-a6df-695993b68db9,Francisco Moron,2025-10-22,5,Excelente apps,positivo,com.twitter.android,,,0
c76660f7-3ae9-4863-8536-307b42ba4c8d,Juan Carlos Martínez Solarte,2025-10-22,3,"ya llevo 2 meses para la verificación y nada que me la dan que debo de hacer hay, gracias",neutro,com.twitter.android,,,0
515bbdad-db2f-4dc6-96fa-0bea9e9823a8,Miguel Martinez,2025-10-22,5,"excelente app, sin anuncios incómodos",positivo,com.twitter.android,,,0
8acd240b-b7ae-469b-93fd-2702c66113ec,David Pena,2025-10-22,5,"Excelente forma de mantenerse informado. ""Leedlo todo, retened lo bueno, desechad lo malo"". Sigo pensando lo mismo, me encanta Twitter porque es libre, por el momento, y puedo leer opiniones de literalmente todo lo que a las personas se les ocurra y eso es lo mejor. Y sólo sigo mis intereses. La libertad es lo máximo.",positivo,com.twitter.android,,,14
df2be2a7-b364-497b-9016-09106c45c567,gonzalo bonilla,2025-10-22,5,buena app,positivo,com.twitter.android,,,0
76bd9b5c-bcad-4399-ba9a-75c1dc349d74,carlos gomes,2025-10-22,1,voy a rejistrame y no funciona,negativo,com.twitter.android,,,0
2632ae0f-506c-4359-9e81-44402a05a5fa,Ernesto Bretado,2025-10-22,5,genial,positivo,com.twitter.android,,,0
b90d0d91-f01a-43d5-86c4-07dc42135356,Javi Rojas,2025-10-22,1,"Horrible, de un momento a otro me empiezan a salir opiniones de personas que nunca seguiría y con la particularidad de que todos son políticos de derecha",negativo,com.twitter.android,,,0
4cfd9a4c-34a9-4f3b-b08b-a03896aca3b9,Cristo Fher Francly,2025-10-22,5,es muy buena aplicación,positivo,com.twitter.android,,,0
fc5b81c9-7a87-4688-a114-7ecd9bb43166,Morgan McGill,2025-10-22,5,Best app ever,positivo,com.twitter.android,,,4
8f9df1c4-b731-4a51-a045-23e467e1a9e4,Julian Jimenez,2025-10-22,5,cool,positivo,com.twitter.android,,,0
19eb926d-0d68-4edd-a8cf-67e05bf6d5ca,JJ SS,2025-10-22,5,Divertida,positivo,com.twitter.android,,,0
33865699-787a-4854-9c03-81a1b3cafa06,MARIA ELENA CISNEROS,2025-10-22,5,"Esta red es mi favorita, porque me mantiene informada en todo momento. Me encanta 100%.",positivo,com.twitter.android,,,0
fd56c443-cc7a-49af-8755-83623685a106,Sara Sofia Malizs Gallardo,2025-10-22,5,Magnífico,positivo,com.twitter.android,,,0
c8f50262-7354-400d-bb41-9fcc6f556f90,Guramirez Ramirez Piedra,2025-10-22,5,bueno,positivo,com.twitter.android,,,1
0defb3bd-7bda-40db-9a64-f3fa958846d6,anais gomez,2025-10-22,3,es bueno solo que ya me han bloqueado dos cuentas innecesariamente,neutro,com.twitter.android,,,0
42934aad-ab98-4859-8671-0a98eb9a1d0a,claudio lorda,2025-10-22,5,muy bueno,positivo,com.twitter.android,,,0
b6dba14d-a65a-49b8-af54-3e78a7256d88,Un usuario de Google,2025-10-22,4,mejoró,positivo,com.twitter.android,,,1
70c8b37c-d9b7-4049-a828-b5623bc18bf7,Vicente Mora,2025-10-22,5,Excelente red social. Muy completa y educativa. Tiene todo para el usuario. Recomiendo que la usen.,positivo,com.twitter.android,,,0
db4914b6-54fd-483e-9e62-95ed3eb299f8,Emil Rodríguez Guzmán,2025-10-22,5,excelente me mantiene informado,positivo,com.twitter.android,,,0
b3aca731-95ec-49c0-89e5-07ece181ffea,Octavio Sánchez,2025-10-22,5,Excelente,positivo,com.twitter.android,,,0
6a819d55-a78c-4c03-88bc-c54d446fc6e6,Ricardo González,2025-10-22,5,me gusta,positivo,com.twitter.android,,,0
5957a8c3-868e-4799-b5a0-ffbfa87f831b,Rodrigo Higuita,2025-10-22,5,excelente medio de comunicación,positivo,com.twitter.android,,,0
5c07dc18-a487-41ce-8eea-8ebc8d115c41,Ramon Blanco Palavecino,2025-10-22,5,muy buena,positivo,com.twitter.android,,,0
efdf5354-1575-4ecd-a003-5386ecdcaa5d,Nancy Mata,2025-10-22,5,Fabulosa y muy instructiva e informativa,positivo,com.twitter.android,,,0
988fb140-fb95-4ad4-acfe-02567fdb293f,Gustavo Sergio,2025-10-22,5,buena,positivo,com.twitter.android,,,0
c0b28397-69a4-40ea-b348-f641b487201a,Victor Illanes,2025-10-22,5,genial excelente,positivo,com.twitter.android,,,0
9e9940c9-a13a-4294-8d58-3b89f24223b0,Emmanuel Fuentes,2025-10-22,5,Excelente app.,positivo,com.twitter.android,,,0
baa590cb-a255-4072-a050-8cbb2c2e0e68,Alex José Baños Vargas,2025-10-22,5,"mr gusta la app, lo único es que hay un error no sé porqué, del chat x, ""conversación no encriptada no admitida"", no sé como solucionar",positivo,com.twitter.android,,,0
2d54aea0-1fea-4ee1-a390-7e485f05cc02,Dracko Rdz,2025-10-22,5,la mejor hasta ahora. necesita más y mejores herramientas de edición de fotos y videos.,positivo,com.twitter.android,,,0
e5927a65-9fff-42dc-a1e3-cec6e4ecfc34,killsnake,2025-10-22,4,"chida, solo las notas de la comunidad son una basura.",positivo,com.twitter.android,,,0
ddd77b74-77a5-428e-b2be-57845e05865b,Goon torres,2025-10-22,4,está chida la aplicacion interacción alo pndj.,positivo,com.twitter.android,,,0
fcb5aab1-0f0e-415a-993b-205208b34714,Maria Guillermina Regalado,2025-10-22,1,sin experiencia alguna con su tema gracias,negativo,com.twitter.android,,,0
3146abc6-26a5-42a6-9fad-e2fcdb57ff17,Mariano Poveds,2025-10-22,5,increible,positivo,com.twitter.android,,,0
796ff418-7116-4739-91de-1f583bfc9399,Eclesiastes,2025-10-22,5,muy buena,positivo,com.twitter.android,,,0
729e379b-9354-47da-8972-cb23b102b90b,Luis Ortiz,2025-10-22,4,full,positivo,com.twitter.android,,,0
ba2dec67-bb40-4e8a-892c-c15f9857fd36,Ivan Campos,2025-10-21,5,muy buena,positivo,com.twitter.android,,,0
9697397a-f802-4d46-98d5-dbdcb4e01519,Avita Ac “Vii.ta_Avita”,2025-10-21,1,"Un enojo tengo, me bloquea todo el tiempo el inició de sesión y nunca me deja entrar a mi cuenta. Dice q hay un error todo el tiempo, q no existe mi usuario o q la contraseña está incorrecta todo el tiempo cuándo la cambie para poder entrar. Pedí ayuda en esta aplicación y no ayudan, cada vez cae más en decadencia esta aplicación.",negativo,com.twitter.android,,,0
1502443f-997e-4ff4-97d2-6826ddd42040,Edgar alberto Cardeño brito,2025-10-21,5,bueno,positivo,com.twitter.android,,,0
d6542f54-f2d1-4d4d-998c-d08cbdd30cfa,ariel martinez,2025-10-21,5,"Es la mejor Aplicación donde las personas se enteran de todo lo que sucede en el mundo y un chin más, la recomiendo a todos descarga y comienza una vida mejor y más liviana.",positivo,com.twitter.android,,,0
28a6489f-6729-4851-aac0-e51a03bfdd71,Diego Bolivar,2025-10-21,5,me encanta la libertad de expresión (X),positivo,com.twitter.android,,,0
9458fcd7-30c9-4535-9c31-727aa0152846,Aldo Valram,2025-10-21,1,pésima aplicación. la suspenden cuando se les pega la gana y permiten a otros usuarios sumamente violentos y nada pasa.,negativo,com.twitter.android,,,1
8a5cac7a-5468-4601-bed3-b4ad20922ed4,brujolobo Xifra,2025-10-21,4,estaría bueno que pongan la opción de mensajes eliminar para todos y le doy 5 eatrellas,positivo,com.twitter.android,,,0
d64a6308-73a1-43ce-a2dc-07e0d8678cee,juan david carrasco pizarro,2025-10-21,5,excelente,positivo,com.twitter.android,,,0
797ee913-0c7d-4449-b841-a4f3f038ad4a,Bautista Escalante,2025-10-21,5,mucho naranja me gusta,positivo,com.twitter.android,,,0
2f751a57-8821-4097-a42f-89fd07df9be7,Angie Castro,2025-10-21,1,"todos los videos botan el mensaje de error de reproducción y nada arregla el problema, es fastidioso querer ver un vídeo y que todo el tiempo no me deje",negativo,com.twitter.android,,,0
d3f58b07-fb7c-490e-acce-9d5676e7296f,Javier Peraza,2025-10-21,5,funciona muy bien,positivo,com.twitter.android,,,0
9901ea8e-7611-401d-9fa0-48f7d530e3a1,Carolina Salguero,2025-10-21,4,me encanta q aclare (anteriormente Twitter) SJJSJSJS,positivo,com.twitter.android,,,0
42551cec-d1a4-4e51-8b4e-743be06384f8,Daniel Pontaza,2025-10-21,5,mejor que Google cuando quieres perder septiembre,positivo,com.twitter.android,,,0
db5bfd16-250d-4380-8035-0e4a1dc18751,Daniel Bastidas,2025-10-21,5,interesante. muy buena red social,positivo,com.twitter.android,,,0
f1b701b6-6377-42c2-ab10-e92ce993e141,Arcides Ramirez,2025-10-21,5,bien,positivo,com.twitter.android,,,0
4ddfb1ff-9b59-4e79-bcfa-215dd0ee3e1b,Saris Cuello,2025-10-21,3,"Funcionaba genial, pero hoy no me quiso abrir, la actualicé y la desinstalé y reinstalé y no me deja ni siquiera iniciar sesión. No se si es mi celular porque tengo muy buena conexión.",neutro,com.twitter.android,,,0
113141ac-e97b-4399-b074-9f25c0eed996,Jesus Andino,2025-10-21,5,buena,positivo,com.twitter.android,,,0
e8b8d600-9dc4-4dc0-aca2-dc4ff9590ae7,Juan carlos Sanchez,2025-10-21,5,fue grande en comenzar,positivo,com.twitter.android,,,0
f3e2f4c4-087d-4a72-a41d-9a901f159faf,marcelo Ramos,2025-10-21,5,Muy buena aplicación es útil para noticias,positivo,com.twitter.android,,,0
7485112c-2574-46b6-97ce-177ac9e788ec,Antonio Ornelas,2025-10-21,5,es buena la aplicación,positivo,com.twitter.android,,,0
a15122b0-43d9-4e02-a042-ad37043ebd5b,Very_Sorry,2025-10-21,5,"Ver a gente pelearse por lo más estúpido es increíble, 5 Estrellas",positivo,com.twitter.android,,,0
37838723-8347-40e3-9211-3b69c74dca79,Alejo Benjamin Carballo,2025-10-21,5,cool,positivo,com.twitter.android,,,0
803b13d2-b4cf-4bdb-9baa-32332db2d186,Jorge Gracieux,2025-10-21,5,Muy buena información tiene X,positivo,com.twitter.android,,,0
32835dab-de10-4970-abb8-0bb04ca0b364,Antonio Torres,2025-10-21,5,Suscribanse a ladry doblaje porfavor,positivo,com.twitter.android,,,0
fd781eb8-54af-4929-8eb2-f78a29db055b,Jorge Julio Pérez,2025-10-21,5,"Me parece una aplicación imprescindible, esta red es parte de nuestra vida cotidiana. Desde que Elon Musk tiene el control todo ha mejorado.",positivo,com.twitter.android,,,0
4651c55e-e6fe-4c86-bce3-65350e1c1572,jose ku,2025-10-21,4,se necesita un traductor que traduzca los gráficos en inglés que se publican y también que los videos en inglés sean subtitulados en español y últimamente los post de comentarios a publicaciones de periódicos y televisoras no se va dice no se pueden recuperar los posts,positivo,com.twitter.android,,,1
3d7aebba-94ac-4960-a91a-bba910e4aa21,Ernesto Herostep,2025-10-21,5,lico el polnito,positivo,com.twitter.android,,,0
2d790721-e883-42d7-b83c-f229beed5cf4,Alex Bendiol,2025-10-21,1,"el jefe de la app Elon Musk protege la zoofilia, boycotéenla.",negativo,com.twitter.android,,,0
579e6017-f222-4e38-b30b-3cbade1bcbcd,Darío Castellanos,2025-10-21,5,excelente,positivo,com.twitter.android,,,0
bf2f7218-f192-414c-b769-c09d9a1e9084,Felix Lora,2025-10-21,4,bien,positivo,com.twitter.android,,,0
390a9f42-85fe-439f-9e44-4c4a4731008e,Nayib Ortez,2025-10-21,5,ᴍᴜʏ ʙᴜᴇɴᴀ ᴀᴘʟɪᴄᴀᴄɪᴏɴ ʏ ʟᴀs ᴘᴇʀsᴏɴᴀs ɪɴᴛᴇʀᴀᴄᴛᴜᴀɴ ᴀʙɪᴇʀᴛᴀᴍᴇɴᴛᴇ ʏ sɪɴ ᴍɪᴇᴅᴏ,positivo,com.twitter.android,,,0
2c40d81f-c8a7-4075-a7d0-419e74f90814,daniela manzo,2025-10-21,2,"El algoritmo es malo con las cuentas pequeñas, es extraño cuando entro en un hashtag solamente me muestra 1 publicación o 2 el resto es invisible.",negativo,com.twitter.android,,,1
f9d7870d-fb17-4fd9-9419-53487e3e67a1,Juan carlos Guerrero,2025-10-21,5,ey,positivo,com.twitter.android,,,0
5bb4f5a9-9f77-4ffd-b655-d33f8db009f8,Roberto Alfaro,2025-10-21,5,Fenomenal,positivo,com.twitter.android,,,0
0df68ccd-345b-4b19-8752-9bef89ba2c2f,Gladiz Peñaloza,2025-10-21,5,bno,positivo,com.twitter.android,,,0
b5bbb4bf-74a8-49db-b400-20ef5afcda9d,Adolfo salazar,2025-10-21,5,es buena aplicación,positivo,com.twitter.android,,,0
924275f2-baf0-4c5d-8107-719f83bc4c2a,Nico,2025-10-21,5,genial interactiva,positivo,com.twitter.android,,,0
42fa5d5f-c756-4078-8484-05564602c715,Mauricio Humberto,2025-10-21,5,amo esta Apple x en un lujo,positivo,com.twitter.android,,,0
94eb66a1-dbd9-47b9-a0be-9b28b614a403,Alfred Montalvo,2025-10-21,1,"coinbase se presto para robarme para una buena cantidad de dinero, no confíes en ningunos son pillos",negativo,com.twitter.android,,,0
6cf33202-e896-4ee0-9e82-ee6b14e6cdda,Gladys Altalef,2025-10-21,5,todavia no la he usado,positivo,com.twitter.android,,,0
65fe55a3-045b-4d46-a36e-ebf75311350c,Manuel López,2025-10-21,4,Lo único malo es que con los videos se traba,positivo,com.twitter.android,,,0
add6297e-4d7a-425a-870d-82241e4d83ee,Diegoloud-41,2025-10-21,5,"es la mejor, pero extrano el anterior logo",positivo,com.twitter.android,,,0
cf036f1a-ca34-42ae-82e6-847328b09ec6,Helaman De Regil,2025-10-21,5,"un lugar para obtener la información directa de las fuentes,sin medios distorsionando",positivo,com.twitter.android,,,0
fcdaee39-41e1-44d2-947f-8f3b653adcf2,Carlos Antonio Velazco Bravo,2025-10-21,4,"Falta mejorar, pero funciona aún",positivo,com.twitter.android,,,0
24e72abc-57a9-4a5e-a357-093dba5fec48,Pilar Triviño,2025-10-21,5,excelente.,positivo,com.twitter.android,,,0
87b5dab5-bba5-4120-81e8-c4e3bdd8cae7,Un corazón de peluquera de provincia,2025-10-21,5,Me encanta x su información la rapidez.,positivo,com.twitter.android,,,0
127a7435-9f19-4806-b93e-8db5692e31b5,Natanael Figueroa,2025-10-21,5,bien,positivo,com.twitter.android,,,0
c49608c7-45d9-42d3-b8c4-1646c69134b2,Rudy Venegas,2025-10-21,5,"la verdad me gusto mucho PQ funciona bien, solo que me gustaría que salgan solo los temas q me gustan pero de ahí en fuera sirve bn la app",positivo,com.twitter.android,,,0
26e6cb8f-cd2f-42f5-a1cd-809aa82e354e,Maria Elena Arredondo Chavez,2025-10-21,1,"es un fastidio iniciar sesión, constantemente estoy haciendo todo lo qué me piden y aun así no me quieren dejar iniciar sesión, por?, ni idea",negativo,com.twitter.android,,,0
2af82fdf-2e40-45c0-bb46-1f8fcedb4815,Yunis Velásquez,2025-10-21,5,Grandioso,positivo,com.twitter.android,,,0
257fd14a-bb88-47a0-8fe1-eef4f502f070,Cindy Contreras,2025-10-21,2,"No entiendo que pasa no he podido entrar más a mi cuenta dice q algo no funciona bien y mi internet no es xq es muy bueno lo q me provoca es borrar la app x completo, desde hace días tampoco actualiza q está pasandooooooo???",negativo,com.twitter.android,,,1
3cde85ec-473b-469f-ae7c-d4ae81cf484f,DiegoloHC,2025-10-21,1,Twitter,negativo,com.twitter.android,,,0
adb860cd-f96c-4566-a4ff-302f91be101f,Julio Hernández Gutiérrez,2025-10-21,5,Excelente aplicación,positivo,com.twitter.android,,,1
